AtcoCode	CrsRef	Latitude	Longitude	StationName	StopType	TiplocRef	StationName2	NodeID
3600SOA10184		51.1876240797	-3.4414547466	Dunster Steep	BCT	MINEBUT	Dunster Steep	
3600SOA10185		51.1874784912	-3.4408635149	Dunster Steep Minehead	BCT	DNSRSTP	Dunster Steep Minehead	
9100DNSN	DOT	54.9500552623	-1.6420444072	Dunston	RLY	DNSN	Dunston Rail Station	
9100DTNG	DNG	51.2964902587	0.1709372089	Dunton Green	RLY	DTNG	Dunton Green Rail Station	
9100DRHM	DHM	54.7793902693	-1.581751929	Durham	RLY	DRHM	Durham Rail Station	
9100DRNGTOS	DUR	50.8175278634	-0.4114686291	Durrington-on-Sea	RLY	DRNGTOS	Durrington-on-Sea Rail Station	
9100DYCE	DYC	57.2056497331	-2.1923223048	Dyce	RLY	DYCE	Dyce Rail Station	
9100DYFRYNA	DYF	52.7888514089	-4.1046436416	Dyffryn Ardudwy	RLY	DYFRYNA	Dyffryn Ardudwy Rail Station	
9400ZZRHDYM		51.0252198454	0.9904832626	Dymchurch (RHDR)	MET		Dymchurch Station (RHDR)	
9100EGLSCLF	EAG	54.5294315094	-1.3494370131	Eaglescliffe	RLY	EGLSCLF	Eaglescliffe Rail Station	
9100EALINGB	EAL	51.5148414545	-0.3017516905	Ealing Broadway	RLY	EALINGB	Ealing Broadway Rail Station	
9400ZZLUEBY		51.5150170329	-0.3014569144	Ealing Broadway Underground	MET		Ealing Broadway Underground Station	
9400ZZLUECM		51.5101402544	-0.2882650825	Ealing Common Underground	MET		Ealing Common Underground Station	
9400ZZLUECT		51.4920630494	-0.1933783431	Earl's Court Underground	MET	ELCT	Earl's Court Underground Station	
		53.3543164	-1.7423314	Earles Sidings Signal ES31	TPL	ERLES31	Earles Sidings Signal ES31 4725493161	
9100ERLSTWN	ERL	53.4511367232	-2.6376632571	Earlestown	RLY	ERLSTWN	Earlestown Rail Station	
9100ERLY	EAR	51.4410999603	-0.9179881441	Earley	RLY	ERLY	Earley Rail Station	
9100ERLFLD	EAD	51.4423369702	-0.1877148555	Earlsfield	RLY	ERLFLD	Earlsfield Rail Station	
		55.63711821	-2.68004424	Earlston	BCS	ELSN	Earlston	
9100EARLSWD	ELD	51.2273284568	-0.1708229894	Earlswood (Surrey)	RLY	EARLSWD	Earlswood (Surrey) Rail Station	
9100ELWD	EWD	52.3665811479	-1.8611694826	Earlswood (West Midlands)	RLY	ELWD	Earlswood (West Midlands) Rail Station	
9400ZZLUEAN		51.5166115037	-0.2472484789	East Acton Underground	MET		East Acton Underground Station	
9100EBOLDON	EBL	54.9464150568	-1.4203138922	East Boldon	RLY	EBOLDON	East Boldon Rail Station	
9400ZZTWEBN		54.9467055756	-1.420934186	East Boldon (Tyne and Wear Metro)	MET		East Boldon (Tyne and Wear Metro Station)	
9100ECROYDN	ECR	51.3754538042	-0.0927796195	East Croydon	RLY	ECROYDN	East Croydon Rail Station	
9400ZZCRECR		51.3748633586	-0.092416207	East Croydon Tram Stop	MET		East Croydon Tram Stop	
9100EDIDBRY	EDY	53.4093083131	-2.2219963135	East Didsbury	RLY	EDIDBRY	East Didsbury Rail Station	
9400ZZMAEDY		53.4120405733	-2.2172566432	East Didsbury (Manchester Metrolink)	MET		East Didsbury (Manchester Metrolink)	
9100EDULWCH	EDW	51.4614944798	-0.0805716194	East Dulwich	RLY	EDULWCH	East Dulwich Rail Station	
9100EFARLGH	EFL	51.2552376811	0.4847290485	East Farleigh	RLY	EFARLGH	East Farleigh Rail Station	
9400ZZLUEFY		51.5871313415	-0.1650118086	East Finchley Underground	MET		East Finchley Underground Station	
9100EGRFRTH	EGF	53.7919774714	-1.3705368181	East Garforth	RLY	EGRFRTH	East Garforth Rail Station	
9100EGRNSTD	EGR	51.1262735798	-0.0179000123	East Grinstead	RLY	EGRNSTD	East Grinstead Rail Station	
9300SDN1	SDN1	51.5389479853	0.0511856379	East Ham Underground	MET	EASTHAM	East Ham Underground Station	
9400ZZLUEHM		51.5389479853	0.0511856379	East Ham Underground	MET		East Ham Underground Station	
9400ZZDLEIN		51.5093594104	-0.0023263659	East India DLR	MET		East India DLR Station	
9100EKILBRD	EKL	55.7660033999	-4.1802270097	East Kilbride	RLY	EKILBRD	East Kilbride Rail Station	
9100EMALING	EML	51.2858098179	0.43928038	East Malling	RLY	EMALING	East Malling Rail Station	
9300SHP1	SHP1	52.8268825813	-1.3298043188	East Midlands Airport	GAT	EMPKAIR	East Midlands Airport	
9100EMPKWAY	EMD	52.8625005511	-1.2632318539	East Midlands Parkway	RLY	EMPKWAY	East Midlands Parkway Rail Station	
9400ZZLUEPY		51.4592048998	-0.2109998909	East Putney Underground	MET		East Putney Underground Station	
9100ETILBRY	ETL	51.4848313577	0.4129278924	East Tilbury	RLY	ETILBRY	East Tilbury Rail Station	
9100EWRTHNG	EWR	50.8216451758	-0.3548936741	East Worthing	RLY	EWRTHNG	East Worthing Rail Station	
9100EBOURNE	EBN	50.7693779961	0.2812470249	Eastbourne	RLY	EBOURNE	Eastbourne Rail Station	
9100EASTBRK	EBK	51.4376353912	-3.2061374267	Eastbrook	RLY	EASTBRK	Eastbrook Rail Station	
9400ZZLUEAE		51.5765064331	-0.3973732557	Eastcote Underground	MET		Eastcote Underground Station	
9100ESHS	EST	55.859756237	-4.107176378	Easterhouse	RLY	ESHS	Easterhouse Rail Station	
9100ESTHRAK	ERA	53.3075383703	-2.9811324283	Eastham Rake	RLY	ESTHRAK	Eastham Rake Rail Station	
9100ELGH	ESL	50.969250166	-1.3500844533	Eastleigh	RLY	ELGH	Eastleigh Rail Station	
		50.969250166	-1.3500844533	Eastleigh Depot Enterance/Exit Signal	TP4	ELGH245	Eastleigh Depot Enterance/Exit Signal	
		50.969250166	-1.3500844533	Eastleigh Depot Signal 241	TP4	ELGH241	Eastleigh Depot Signal 241	
		50.969250166	-1.3500844533	Eastleigh Depot Signal 243	TP4	ELGH243	Eastleigh Depot Signal 243	
		50.969250166	-1.3500844533	Eastleigh Signal EH372	TP4	ELGH372	Eastleigh Signal EH372	
9100ESTRNGT	EGN	53.7551610937	-0.7876303192	Eastrington	RLY	ESTRNGT	Eastrington Rail Station	
		51.4124578484	0.3658695831	Ebbsfleet East Junction	TP4	EBSFEJN	Ebbsfleet East Junction	
9100EBSFDOM	EBD	51.4429732029	0.3209209353	Ebbsfleet International	RLY	EBSFDOM	Ebbsfleet International Rail Station	
9100EBSFLTI		51.4429821871	0.3209213909	Ebbsfleet International	RLY		Ebbsfleet International Rail Station	
9100EBSFLTI		51.4429821871	0.3209213909	Ebbsfleet International	RLY	EBSFLTI	Ebbsfleet International Rail Station	
		51.4442051	0.3207297	Ebbsfleet West Junction	TPL	EBSFWJN	Ebbsfleet West Junction	1151871875
9100EBWVPWY	EBV	51.7571434907	-3.1961027114	Ebbw Vale Parkway	RLY	EBWVPWY	Ebbw Vale Parkway Rail Station	
9100EBWVTN	EBB	51.7766879044	-3.2025769212	Ebbw Vale Town	RLY	EBWVTN	Ebbw Vale Town Rail Station	
9100EBWVTCR		51.7798542137	-3.2068359292	Ebbw Vale Town Centre	RLY		Ebbw Vale Town Centre	
9100ECCLES	ECC	53.4853585187	-2.3345142803	Eccles	RLY	ECCLES	Eccles Rail Station	
9400ZZMAECC		53.4829296986	-2.3352034083	Eccles (Manchester Metrolink)	MET		Eccles (Manchester Metrolink)	
9100ECLR	ECS	52.4708840253	0.9699173421	Eccles Road	RLY	ECLR	Eccles Road Rail Station	
9100ECPK	ECL	53.4307861016	-2.7800415141	Eccleston Park	RLY	ECPK	Eccleston Park Rail Station	
9100EDALE	EDL	53.3649711247	-1.8166262034	Edale	RLY	EDALE	Edale Rail Station	
		53.3637664	-1.8210219	Edale Signal EE16	TPL	EDALE16	Edale Signal EE16 3180618189	
3200YNF10015		54.1523412818	-0.7746616588	Eden Camp	BCT	YORKECP	Eden Camp	
9100EDPK	EDN	51.3900910312	-0.0263550769	Eden Park	RLY	EDPK	Eden Park Rail Station	
0800TRX00016		50.3585170294	-4.7435520121	Eden Project St Austell	BCT	STAUEDE	Eden Project St Austell	
9100EDNB	EBR	51.2084356182	0.0606463477	Edenbridge	RLY	EDNB	Edenbridge Rail Station	
9100EDNT	EBT	51.2000827298	0.0671731034	Edenbridge Town	RLY	EDNT	Edenbridge Town Rail Station	
9100EDGH	EDG	53.4026161488	-2.9464829595	Edge Hill	RLY	EDGH	Edge Hill Rail Station	
9400ZZMAELN		53.4808500441	-2.1652308355	Edge Lane (Manchester Metrolink)	MET		Edge Lane (Manchester Metrolink)	
9400ZZLUERB		51.5202989934	-0.1701498114	Edgware Road (Bakerloo) Underground	MET		Edgware Road (Bakerloo) Underground Station	
9400ZZLUERC		51.5198581576	-0.1678324012	Edgware Road (Circle Line) Underground	MET		Edgware Road (Circle Line) Underground Station	
9400ZZLUEGW		51.6136529319	-0.2749277303	Edgware Underground	MET		Edgware Underground Station	
9100EDINBUR	EDB	55.9523928228	-3.188227684	Edinburgh	RLY	EDINBUR	Edinburgh Rail Station	
9300STF	STF	55.9477729691	-3.3636082685	Edinburgh Airport	GAT	EDINAIR	Edinburgh Airport	
9400ZZEDAIR		55.9476185002	-3.3605122386	Edinburgh Airport (Edinburgh Trams)	MET		Edinburgh Airport (Edinburgh Trams)	
9100EDINGWY	EGY	55.9409399181	-3.3202513937	Edinburgh Gateway	RLY	EDINGWY	Edinburgh Gateway Rail Station	
9400ZZEDGAT		55.9404655117	-3.3217562409	Edinburgh Gateway (Edinburgh Trams)	MET		Edinburgh Gateway (Edinburgh Trams)	
9100EDINPRK	EDP	55.9275507897	-3.3076641462	Edinburgh Park	RLY	EDINPRK	Edinburgh Park Rail Station	
9400ZZEDPKS		55.9274686076	-3.3069411517	Edinburgh Park (Edinburgh Trams)	MET		Edinburgh Park Station (Edinburgh Trams)	
9400ZZEDPKC		55.9313118455	-3.3147857477	Edinburgh Park Central (Edinburgh Trams)	MET		Edinburgh Park Central (Edinburgh Trams)	
9400ZZEDDEP		55.9396867928	-3.3248196638	Edinburgh Tram Depot (Edinburgh Trams)	MET		Edinburgh Tram Depot (Edinburgh Trams)	
9100EDMNGRN	EDR	51.6249287574	-0.0611124129	Edmonton Green	RLY	EDMNGRN	Edmonton Green Rail Station	
9100EFNGHMJ	EFF	51.2914953354	-0.4199653396	Effingham Junction	RLY	EFNGHMJ	Effingham Junction Rail Station	
9100EGGESFD	EGG	50.8877367137	-3.8747451141	Eggesford	RLY	EGGESFD	Eggesford Rail Station	
9100EGHAM	EGH	51.4296467744	-0.5465121523	Egham	RLY	EGHAM	Egham Rail Station	
9100EGTON	EGT	54.4374814236	-0.7614648758	Egton	RLY	EGTON	Egton Rail Station	
9100ELPHNAC	EPH	51.4940287771	-0.0987254952	Elephant & Castle	RLY	ELPHNAC	Elephant & Castle Rail Station	
9400ZZLUEAC		51.4945358577	-0.100606015	Elephant & Castle Underground	MET	EPHT	Elephant & Castle Underground Station	
9100ELGIN	ELG	57.6429093819	-3.3112459049	Elgin	RLY	ELGIN	Elgin Rail Station	
9100ELSMPRT	ELP	53.2821909626	-2.8964225727	Ellesmere Port	RLY	ELSMPRT	Ellesmere Port Rail Station	
9400ZZLUEPK		51.5497750879	0.1986399072	Elm Park Underground	MET		Elm Park Underground Station	
9100ELMERSE	ELE	51.3984923503	-0.0495702664	Elmers End	RLY	ELMERSE	Elmers End Rail Station	
9400ZZCRELM		51.3984741384	-0.0495566651	Elmers End Tram Stop	MET		Elmers End Tram Stop	
9100ELMW	ESD	51.4171176042	0.0442741454	Elmstead Woods	RLY	ELMW	Elmstead Woods Rail Station	
9100ELMSWEL	ESW	52.2380402666	0.9125895752	Elmswell	RLY	ELMSWEL	Elmswell Rail Station	
9100ELSC	ELR	53.4986590479	-1.4274237643	Elsecar	RLY	ELSC	Elsecar Rail Station	
9100ELSENHM	ESM	51.920545525	0.2280703669	Elsenham	RLY	ELSENHM	Elsenham Rail Station	
9100ELTR	ELS	51.6530693555	-0.2800814619	Elstree & Borehamwood	RLY	ELTR	Elstree & Borehamwood Rail Station	
9100ELTHAM	ELW	51.4556435242	0.0524724177	Eltham	RLY	ELTHAM	Eltham Rail Station	
9100ELTON	ELO	52.9521362607	-0.8555123421	Elton & Orston	RLY	ELTON	Elton & Orston Rail Station	
9400ZZDLELV		51.4690738126	-0.0167283466	Elverson Road DLR	MET		Elverson Road DLR Station	
9100ELYY	ELY	52.3912298054	0.2668276831	Ely	RLY	ELYY	Ely Rail Station	
9400ZZLUEMB		51.5070579969	-0.1226659825	Embankment Underground	MET		Embankment Underground Station	
9400ZZEBEMB		53.9756042549	-1.991685263	Embsay (Embsay & Bolton Abbeyway)	MET		Embsay (Embsay & Bolton Abbey Railway)	
9100EMRSPKH	EMP	51.5686424274	0.2201133251	Emerson Park	RLY	EMRSPKH	Emerson Park Rail Station	
9400ZZALGWP		51.4995730408	0.0083398074	Emirates Greenwich Peninsula	MET		Emirates Greenwich Peninsula	
9400ZZALRDK		51.5077764496	0.0176495239	Emirates Royal Docks	MET		Emirates Royal Docks	
9100EMSWTH	EMS	50.8516143169	-0.9384296638	Emsworth	RLY	EMSWTH	Emsworth Rail Station	
9100ERGNCHP	ECP	51.5832128569	-3.2287954926	Energlyn & Churchill Park	RLY	ERGNCHP	Energlyn & Churchill Park Rail Station	
9100ENFC	ENC	51.6532540837	-0.0906962897	Enfield Chase	RLY	ENFC	Enfield Chase Rail Station	
9100ENFLDLK	ENL	51.6709220867	-0.0285323822	Enfield Lock	RLY	ENFLDLK	Enfield Lock Rail Station	
9100ENFLDTN	ENF	51.6520255579	-0.0793275609	Enfield Town	RLY	ENFLDTN	Enfield Town Rail Station	
9100ENTWISL	ENT	53.6559764281	-2.41454472	Entwistle	RLY	ENTWISL	Entwistle Rail Station	
9400ZZLUEPG		51.6936801064	0.113767393	Epping Underground	MET		Epping Underground Station	
9100EPSM	EPS	51.3343927305	-0.2687776022	Epsom	RLY	EPSM	Epsom Rail Station	
9100EPSDNS	EPD	51.3236875042	-0.2389547714	Epsom Downs	RLY	EPSDNS	Epsom Downs Rail Station	
9100ERDNGTN	ERD	52.5282841611	-1.8395088764	Erdington	RLY	ERDNGTN	Erdington Rail Station	
9100ERIDGE	ERI	51.0889656398	0.2014318072	Eridge	RLY	ERIDGE	Eridge Rail Station	
9400ZZSLERG		51.0890546881	0.2014788771	Eridge (Spa Valleyway)	MET		Eridge (Spa Valley Railway)	
9300TIL	TIL	51.0877182735	0.201286893	Eridge-A26	BCQ	ERIDBUS	Eridge-A26	
9100ERITH	ERH	51.481670928	0.1750545419	Erith	RLY	ERITH	Erith Rail Station	
9100ESHER	ESH	51.3798911037	-0.3533377601	Esher	RLY	ESHER	Esher Rail Station	
9100ESKBANK	EKB	55.88180242	-3.0830730127	Eskbank	RLY	ESKBANK	Eskbank Rail Station	
9400ZZNOESK		52.9203296161	-1.2431089422	Eskdale Drive Tram Stop	MET		Eskdale Drive Tram Stop	
9400ZZREESK		54.3868932371	-3.3174836782	Eskdale Green (Ravenglassand Eskdaleway)	MET		Eskdale Green (Ravenglassand Eskdale Railway)	
9100ESSEXRD	EXR	51.5407053442	-0.0962759782	Essex Road	RLY	ESSEXRD	Essex Road Rail Station	
		51.702727251	-0.9184599472	Estover Way, Chinnor 	BCS	CHNRESW	Estover Way, Chinnor 	
9100ETCHNGM	ETC	51.0105461655	0.4423563792	Etchingham	RLY	ETCHNGM	Etchingham Rail Station	
9400ZZMAECS		53.4853607192	-2.20134092	Etihad Campus (Manchester Metrolink)	MET		Etihad Campus (Manchester Metrolink)	
9100ETRURIA		53.0198300434	-2.201892216	Etruria	RLY		Etruria Rail Station	
9400ZZLUESQ		51.5256036822	-0.1358290935	Euston Square Underground	MET		Euston Square Underground Station	
9400ZZLUEUS		51.5279991526	-0.1337849939	Euston Underground	MET		Euston Underground Station	
9100EUXT	EBA	53.6604792943	-2.6720234566	Euxton Balshaw Lane	RLY	EUXT	Euxton Balshaw Lane Rail Station	
9100EVESHAM	EVE	52.0983970609	-1.9473134726	Evesham	RLY	EVESHAM	Evesham Rail Station	
9100EWELLE	EWE	51.3452995455	-0.2415295604	Ewell East	RLY	EWELLE	Ewell East Rail Station	
9100EWELW	EWW	51.3500448603	-0.2569865415	Ewell West	RLY	EWELW	Ewell West Rail Station	
		51.5040923	-0.0987284	Ewer Street Junction	TPL	EWERSTJ	Ewer Street Junction  2642546122	
9400ZZMAEXC		53.4672102831	-2.2825226924	Exchange Quay (Manchester Metrolink)	MET		Exchange Quay (Manchester Metrolink)	
9400ZZMAEXS		53.4844479314	-2.2426726053	Exchange Square (Manchester Metrolink)	MET		Exchange Square (Manchester Metrolink)	
9100EXETERC	EXC	50.7264841652	-3.5332764081	Exeter Central	RLY	EXETERC	Exeter Central Rail Station	
9100EXETRSD	EXD	50.729274884	-3.5432861769	Exeter St Davids	RLY	EXETRSD	Exeter St Davids Rail Station	
9100EXETRST	EXT	50.7171477859	-3.5388362979	Exeter St Thomas	RLY	EXETRST	Exeter St Thomas Rail Station	
9100EXHIBTC	EXG	55.8615508997	-4.2835887361	Exhibition Centre (Glasgow)	RLY	EXHIBTC	Exhibition Centre (Glasgow) Rail Station	
9100EXMOUTH	EXM	50.621634843	-3.4149716356	Exmouth	RLY	EXMOUTH	Exmouth Rail Station	
9100EXTON	EXN	50.6683035796	-3.4440961998	Exton	RLY	EXTON	Exton Rail Station	
9100EYNSFD	EYN	51.3627203522	0.2043932156	Eynsford	RLY	EYNSFD	Eynsford Rail Station	
9400ZZEKEYT		51.1993022439	1.2642040311	Eythorne (East Kentway)	MET		Eythorne Station (East Kent Railway)	
9100FALSWTH		53.5103886437	-2.1633102446	Failsworth (closed)	RLY		Failsworth Rail Station (closed)	
9400ZZMAFWH		53.5106048793	-2.1629341047	Failsworth (Manchester Metrolink)	MET		Failsworth (Manchester Metrolink)	
9100FRBN	FRB	52.6960415748	-4.0494133762	Fairbourne	RLY	FRBN	Fairbourne Rail Station	
9400ZZFBFBN		52.6955847081	-4.0498359403	Fairbourne (Fairbourneway)	MET		Fairbourne (Fairbourne Railway)	
9100FRFD	FRF	53.4712937134	-2.1457749252	Fairfield	RLY	FRFD	Fairfield Rail Station	
9100FAIRLIE	FRL	55.7519423883	-4.8532674132	Fairlie	RLY	FAIRLIE	Fairlie Rail Station	
9400ZZLUFLP		51.5956184752	0.0910038883	Fairlop Underground	MET		Fairlop Underground Station	
9100FRWATER	FRW	51.4939065851	-3.2338394149	Fairwater	RLY	FRWATER	Fairwater Rail Station	
9100FALCNWD	FCN	51.4591544731	0.0793045648	Falconwood	RLY	FALCNWD	Falconwood Rail Station	
9100FALKRKG	FKG	56.0026133219	-3.7850461059	Falkirk Grahamston	RLY	FALKRKG	Falkirk Grahamston Rail Station	
9100FALKRKH	FKK	55.9918151575	-3.7922441099	Falkirk High	RLY	FALKRKH	Falkirk High Rail Station	
9100FLSCRHN	FOC	56.3938830107	-5.1124777088	Falls of Cruachan	RLY	FLSCRHN	Falls of Cruachan Rail Station	
9100FAMR	FMR	50.8621290563	-0.0873854257	Falmer	RLY	FAMR	Falmer Rail Station	
9100FALMTHD	FAL	50.1507077491	-5.0560280963	Falmouth Docks	RLY	FALMTHD	Falmouth Docks Rail Station	
9100FALMTHT	FMT	50.1483407961	-5.064934897	Falmouth Town	RLY	FALMTHT	Falmouth Town Rail Station	
9100FAREHAM	FRM	50.8530335964	-1.1920371193	Fareham	RLY	FAREHAM	Fareham Rail Station	
9100FRBRMN	FNB	51.2966922049	-0.7554364247	Farnborough (Main)	RLY	FRBRMN	Farnborough (Main) Rail Station	
9100FRBRNTH	FNN	51.3020449408	-0.7430268404	Farnborough North	RLY	FRBRNTH	Farnborough North Rail Station	
9100FRNCMB	FNC	51.197153846	-0.6045487957	Farncombe	RLY	FRNCMB	Farncombe Rail Station	
9100FARNHAM	FNH	51.211904643	-0.7924271053	Farnham	RLY	FARNHAM	Farnham Rail Station	
9100FRNNGRD	FNR	51.4016655794	0.2354521527	Farningham Road	RLY	FRNNGRD	Farningham Road Rail Station	
9100FRNW	FNW	53.5500038704	-2.3878496438	Farnworth	RLY	FRNW	Farnworth Rail Station	
9100FRNDNLT	ZFD	51.5201670921	-0.1052045888	Farringdon	RLY	FRNDNLT	Farringdon Rail Station	
9100FNTLSR		51.5202995627	-0.1050549471	Farringdon (London)	RLY		Farringdon (London) Rail Station	
9400ZZLUFCN		51.5202523029	-0.1049127657	Farringdon Underground	MET		Farringdon Underground Station	
9100FAULDHS	FLD	55.8224734204	-3.7193186119	Fauldhouse	RLY	FAULDHS	Fauldhouse Rail Station	
9100FAVRSHM	FAV	51.3117137444	0.8910450164	Faversham	RLY	FAVRSHM	Faversham Rail Station	
9400ZZTWFDN		55.0137302753	-1.6446054072	Fawdon (Tyne and Wear Metro)	MET		Fawdon (Tyne and Wear Metro Station)	
9100FAYGATE	FGT	51.0958906382	-0.2630185925	Faygate	RLY	FAYGATE	Faygate Rail Station	
9100FAZKRLY	FAZ	53.4690847778	-2.9367232221	Fazakerley	RLY	FAZKRLY	Fazakerley Rail Station	
9100FEARN	FRN	57.7781423356	-3.9939356822	Fearn	RLY	FEARN	Fearn Rail Station	
9100FTHRSTN	FEA	53.6790663446	-1.3584441023	Featherstone	RLY	FTHRSTN	Featherstone Rail Station	
9100FLXSTOW	FLX	51.9670723853	1.3504352448	Felixstowe	RLY	FLXSTOW	Felixstowe Rail Station	
9400ZZTWFGT		54.957358073	-1.4857432617	Fellgate (Tyne and Wear Metro)	MET		Fellgate (Tyne and Wear Metro Station)	
9400ZZTWFLG		54.9529717397	-1.5712866804	Felling (Tyne and Wear Metro)	MET		Felling (Tyne and Wear Metro Station)	
9100FELTHAM	FEL	51.4478983779	-0.409838162	Feltham	RLY	FELTHAM	Feltham Rail Station	
9100FENITON	FNT	50.7866769063	-3.2854177036	Feniton	RLY	FENITON	Feniton Rail Station	
9100FSTR	FEN	52.0000688598	-0.7159972744	Fenny Stratford	RLY	FSTR	Fenny Stratford Rail Station	
9100FERNHIL	FER	51.6864949636	-3.3958826496	Fernhill	RLY	FERNHIL	Fernhill Rail Station	
9100FERRIBY	FRY	53.7171545848	-0.5078303918	Ferriby	RLY	FERRIBY	Ferriby Rail Station	
9400ZZNVFMD		52.5590700388	-0.3022948053	Ferry Meadows (Nene Valleyway)	MET		Ferry Meadows (Nene Valley Railway)	
9100FYSD	FYS	51.7683671175	-4.369458142	Ferryside	RLY	FYSD	Ferryside Rail Station	
9100FFAIRFC	FFA	51.8724744624	-3.9928594094	Ffairfach	RLY	FFAIRFC	Ffairfach Rail Station	
9400ZZCRFLD		51.3513191619	-0.0245318838	Fieldway Tram Stop	MET		Fieldway Tram Stop	
9100FILEY	FIL	54.2098583188	-0.293849318	Filey	RLY	FILEY	Filey Rail Station	
9100FILTNEW	FIT	51.5049389875	-2.562430551	Filton Abbey Wood	RLY	FILTNEW	Filton Abbey Wood Rail Station	
9400ZZLUFYC		51.60092093	-0.1925268052	Finchley Central Underground	MET		Finchley Central Underground Station	
9100FNCHLYR	FNY	51.5502658645	-0.1831405212	Finchley Road & Frognal	RLY	FNCHLYR	Finchley Road & Frognal Rail Station	
9400ZZLUFYR		51.5468246463	-0.1798450343	Finchley Road Underground	MET		Finchley Road Underground Station	
9400ZZWDFIN		54.3056798239	-1.7176093216	Finghall (Wensleydaleway)	MET		Finghall (Wensleydale Railway)	
9100FNPK	FPK	51.5643017726	-0.1062848978	Finsbury Park	RLY	FNPK	Finsbury Park Rail Station	
9400ZZLUFPK		51.5641576118	-0.1068247308	Finsbury Park Underground	MET		Finsbury Park Underground Station	
9100FINSTCK	FIN	51.8527821475	-1.4693429475	Finstock	RLY	FINSTCK	Finstock Rail Station	
9400ZZMAFIR		53.4512759603	-2.2777187724	Firswood (Manchester Metrolink)	MET		Firswood Station (Manchester Metrolink)	
9100FSHBORN	FSB	50.8390513803	-0.8150841599	Fishbourne	RLY	FSHBORN	Fishbourne Rail Station	
9400ZZREFSH		54.3902348136	-3.3093974954	Fisherground (Ravenglassand Eskdaleway)	MET		Fisherground (Ravenglassand Eskdale Railway)	
9400ZZBPFMW		53.9196855115	-3.0173741015	Fisherman's Walk (Blackpool Tramway)	MET		Fisherman's Walk (Blackpool Tramway)	
9100FSHRSGT	FSG	50.8342345647	-0.2194231604	Fishersgate	RLY	FSHRSGT	Fishersgate Rail Station	
9100FGDHGWK	FGW	52.0041141237	-4.9948377666	Fishguard & Goodwick	RLY	FGDHGWK	Fishguard & Goodwick Rail Station	
9100FGDHBR	FGH	52.0115426824	-4.9856420197	Fishguard Harbour	RLY	FGDHBR	Fishguard Harbour Rail Station	
9100FISKRTN	FSK	53.0602739004	-0.9121875106	Fiskerton	RLY	FISKRTN	Fiskerton Rail Station	
9400ZZSYFIZ		53.3831716229	-1.4638826068	Fitzalan Sq-Ponds Forge (Sheffield Supertram)	MET		Fitzalan Sq-Ponds Forge (Sheffield Supertram)	
9100FITZWLM	FZW	53.6325006285	-1.3742730217	Fitzwilliam	RLY	FITZWLM	Fitzwilliam Rail Station	
9100FIVEWYS	FWY	52.4710949384	-1.9129542927	Five Ways	RLY	FIVEWYS	Five Ways Rail Station	
9100FLEET	FLE	51.2906348112	-0.8308056038	Fleet	RLY	FLEET	Fleet Rail Station	
9400ZZBPFWF		53.9275841636	-3.0080173483	Fleetwood Ferry (Blackpool Tramway)	MET		Fleetwood Ferry (Blackpool Tramway)	
9100FLIMBY	FLM	54.6896869778	-3.5207400275	Flimby	RLY	FLIMBY	Flimby Rail Station	
9100FLINT	FLN	53.2495241037	-3.1329931167	Flint	RLY	FLINT	Flint Rail Station	
9100FLITWCK	FLT	52.0036420623	-0.4952577935	Flitwick	RLY	FLITWCK	Flitwick Rail Station	
9100FLIXTON	FLI	53.4438077629	-2.3842464311	Flixton	RLY	FLIXTON	Flixton Rail Station	
9100FLWRYFD	FLF	53.4618544783	-2.0810529139	Flowery Field	RLY	FLWRYFD	Flowery Field Rail Station	
2400A028880A		51.0822478883	1.1715094179	Folkestone Central	BCT	SBOUBUS	Folkestone Central Railway Station	
9100FLKSTNC	FKC	51.0828875821	1.1694824795	Folkestone Central	RLY	FLKSTNC	Folkestone Central Rail Station	
9100FLKSTNW	FKW	51.0845865596	1.1539035193	Folkestone West	RLY	FLKSTNW	Folkestone West Rail Station	
9100FORD	FOD	50.8293938069	-0.5784099482	Ford	RLY	FORD	Ford Rail Station	
		50.739185409	-4.0026980013	Fore Street, Okehampton	BCS	OKHMPFS	Fore Street, Okehampton	
9100FRSTGT	FOG	51.5494319412	0.0243529027	Forest Gate	RLY	FRSTGT	Forest Gate Rail Station	
9100FORESTH	FOH	51.4392801072	-0.0531570234	Forest Hill	RLY	FORESTH	Forest Hill Rail Station	
9100FORMBY	FBY	53.5534771162	-3.0709076939	Formby	RLY	FORMBY	Formby Rail Station	
